employee_id,employee_name,date,check_in,check_out,duration_seconds,daily_status,late_arrival,source,localisation,anomaly_injected,profile_label
1042,Yassine Trabelsi,2026-02-19,2026-02-19T08:57:00,2026-02-19T15:34:59.664715,23879.0,WORKING,False,WEB,Tunis,False,normal_office
1038,Aymen Karoui,2026-04-02,2026-04-02T08:28:00,2026-04-02T16:01:06.792213,27186.0,WORKING,False,WEB,Tunis,False,normal_office
1001,Amira Ferjani,2026-05-18,2026-05-18T09:39:00,2026-05-18T17:57:44.606973,29924.0,REMOTE,True,MOBILE,Remote,False,remote_worker
1018,Salma Belhaj,2026-02-09,,,,ABSENT,False,,,False,normal_absent
1018,Salma Belhaj,2026-02-06,2026-02-06T09:14:00,2026-02-06T16:25:59.862758,25919.0,WORKING,True,WEB,Tunis,False,normal_office
1007,Rania Gharbi,2026-02-04,2026-02-04T07:47:00,2026-02-04T15:44:21.060164,28641.0,WORKING,False,WEB,Tunis,False,normal_office
1001,Amira Ferjani,2026-02-24,2026-02-24T08:25:00,2026-02-24T16:05:18.442615,27618.0,WORKING,False,WEB,Tunis,False,remote_worker
1049,Mehdi Saidi,2026-05-18,2026-05-18T08:51:00,2026-05-18T17:21:16.429759,30616.0,WORKING,False,WEB,Tunis,False,normal_office
1001,Amira Ferjani,2026-03-31,2026-03-31T08:13:00,2026-03-31T15:48:20.050210,27320.0,REMOTE,False,MOBILE,Remote,False,remote_worker
1021,Amira Sassi,2026-04-28,2026-04-28T10:18:00,2026-04-28T19:27:55.264701,32995.0,WORKING,True,WEB,Tunis,False,late_worker
1007,Rania Gharbi,2026-03-11,2026-03-11T08:14:00,2026-03-11T16:21:17.861298,29237.0,WORKING,False,WEB,Tunis,False,normal_office
1025,Bilel Ben Ali,2026-03-17,2026-03-17T08:10:00,2026-03-17T16:38:17.710045,30497.0,WORKING,False,WEB,Tunis,False,normal_office
1001,Amira Ferjani,2026-04-23,,,,ABSENT,False,,,False,normal_absent
1003,Walid Bouazizi,2026-05-05,2026-05-05T09:38:00,2026-05-05T18:33:01.623150,32101.0,WORKING,True,WEB,Tunis,False,late_worker
1033,Mariem Sassi,2026-03-26,2026-03-26T06:53:00,2026-03-26T15:50:27.012252,32247.0,WORKING,False,WEB,Tunis,False,early_bird
1012,Mariem Gharbi,2026-05-14,2026-05-14T09:56:00,2026-05-14T10:10:34.990498,874.0,WORKING,True,WEB,Tunis,True,anomaly_rapid_session
1048,Donia Trabelsi,2026-05-07,2026-05-07T08:51:00,2026-05-07T17:03:16.584137,29536.0,WORKING,False,WEB,Tunis,False,normal_office
1046,Ines Mejri,2026-02-23,2026-02-23T07:56:00,2026-02-23T16:02:50.492695,29210.0,WORKING,False,WEB,Tunis,False,normal_office
1001,Amira Ferjani,2026-02-09,,,,ABSENT,False,,,False,normal_absent
1007,Rania Gharbi,2026-04-06,2026-04-06T08:16:00,2026-04-06T15:34:24.403944,26304.0,WORKING,False,WEB,Tunis,False,normal_office
1008,Imene Ben Ali,2026-01-23,2026-01-23T07:25:00,2026-01-23T23:25:06.282642,57606.0,WORKING,True,WEB,Tunis,True,anomaly_extreme_duration
1019,Leila Ferjani,2026-05-07,2026-05-07T09:10:00,2026-05-07T17:47:27.420223,31047.0,WORKING,True,WEB,Tunis,False,normal_office
1030,Salma Belhaj,2026-02-06,2026-02-06T07:03:00,2026-02-06T16:02:44.407769,32384.0,WORKING,False,WEB,Tunis,False,early_bird
1008,Imene Ben Ali,2026-03-18,2026-03-18T06:55:00,2026-03-18T15:28:54.106814,30834.0,REMOTE,False,MOBILE,Remote,False,early_bird
1019,Leila Ferjani,2026-04-20,2026-04-20T09:06:00,2026-04-20T17:10:41.582403,29081.0,WORKING,False,WEB,Tunis,False,normal_office
1025,Bilel Ben Ali,2026-02-02,2026-02-02T08:24:00,2026-02-02T16:04:00.777678,27600.0,WORKING,False,WEB,Tunis,False,normal_office
1020,Ines Bouazizi,2026-04-11,2026-04-11T08:06:00,2026-04-11T16:01:37.943020,28537.0,WORKING,False,WEB,Tunis,False,normal_office
1015,Nour Saidi,2026-04-03,2026-04-03T09:49:00,2026-04-03T18:44:16.827901,32116.0,WORKING,True,WEB,Tunis,False,late_worker
1007,Rania Gharbi,2026-04-28,2026-04-28T08:02:00,2026-04-28T16:10:21.535365,29301.0,WORKING,False,WEB,Tunis,False,normal_office
1032,Leila Chebbi,2026-05-19,,,,ABSENT,False,,,False,normal_absent
1029,Karim Trabelsi,2026-04-21,2026-04-21T07:22:00,2026-04-21T14:46:59.416942,26699.0,WORKING,False,WEB,Tunis,False,normal_office
1009,Sarra Karoui,2026-02-03,,,,ABSENT,False,,,False,normal_absent
1017,Mariem Gharbi,2026-04-30,2026-04-30T07:58:00,2026-04-30T15:01:03.933900,25383.0,WORKING,False,WEB,Tunis,False,normal_office
1019,Leila Ferjani,2026-03-02,2026-03-02T09:17:00,2026-03-02T16:26:43.675591,25783.0,WORKING,True,WEB,Tunis,False,normal_office
1045,Rania Ferjani,2026-04-13,2026-04-13T07:55:00,2026-04-13T16:07:25.031181,29545.0,WORKING,False,WEB,Tunis,False,normal_office
1001,Amira Ferjani,2026-02-11,2026-02-11T07:01:00,2026-02-11T13:54:05.591368,24785.0,REMOTE,False,MOBILE,Remote,False,remote_worker
1017,Mariem Gharbi,2026-02-20,2026-02-20T08:14:00,2026-02-20T15:36:31.692053,26551.0,WORKING,False,WEB,Tunis,False,normal_office
1019,Leila Ferjani,2026-03-16,2026-03-16T09:14:00,2026-03-16T17:14:54.125287,28854.0,WORKING,True,WEB,Tunis,False,normal_office
1029,Karim Trabelsi,2026-02-04,2026-02-04T08:48:00,2026-02-04T16:39:44.574007,28304.0,WORKING,False,WEB,Tunis,False,normal_office
1019,Leila Ferjani,2026-05-06,2026-05-06T08:09:00,2026-05-06T15:54:19.475403,27919.0,WORKING,False,WEB,Tunis,False,normal_office
1014,Walid Ferjani,2026-04-28,2026-04-28T08:27:00,2026-04-28T17:08:17.492252,31277.0,REMOTE,False,MOBILE,Remote,False,normal_office
1033,Mariem Sassi,2026-04-20,2026-04-20T07:00:00,2026-04-20T15:31:45.833013,30705.0,WORKING,False,WEB,Tunis,False,early_bird
1017,Mariem Gharbi,2026-03-10,,,,ABSENT,False,,,False,normal_absent
1043,Salma Belhaj,2026-03-13,2026-03-13T08:54:00,2026-03-13T17:29:48.857028,30948.0,REMOTE,False,MOBILE,Remote,False,late_worker
1038,Aymen Karoui,2026-03-09,2026-03-09T04:25:00,2026-03-09T07:50:30.823694,12330.0,WORKING,True,WEB,Tunis,True,anomaly_night_checkin
1025,Bilel Ben Ali,2026-03-16,2026-03-16T08:31:00,2026-03-16T17:02:52.804451,30712.0,WORKING,False,WEB,Tunis,False,normal_office
1014,Walid Ferjani,2026-03-10,2026-03-10T08:32:00,2026-03-10T17:09:27.099437,31047.0,WORKING,False,WEB,Tunis,False,normal_office
1045,Rania Ferjani,2026-03-02,,,,ABSENT,False,,,False,normal_absent
1002,Hatem Saidi,2026-01-23,2026-01-23T08:09:00,2026-01-23T16:39:05.596603,30605.0,REMOTE,False,MOBILE,Remote,False,normal_office
1017,Mariem Gharbi,2026-03-31,2026-03-31T08:32:00,2026-03-31T16:36:54.985384,29094.0,WORKING,False,WEB,Tunis,False,normal_office
1005,Ines Saidi,2026-05-07,2026-05-07T08:19:00,2026-05-07T16:56:05.815404,31025.0,WORKING,False,WEB,Tunis,False,normal_office
1025,Bilel Ben Ali,2026-02-19,2026-02-19T08:44:00,2026-02-19T16:36:11.824925,28331.0,WORKING,False,WEB,Tunis,False,normal_office
1046,Ines Mejri,2026-04-02,2026-04-02T08:07:00,2026-04-02T15:58:52.191387,28312.0,WORKING,False,WEB,Tunis,False,normal_office
1012,Mariem Gharbi,2026-02-05,2026-02-05T09:15:00,2026-02-05T18:09:31.579362,32071.0,WORKING,True,WEB,Tunis,False,late_worker
1031,Amira Bouazizi,2026-01-26,2026-01-26T08:27:00,,,WORKING,True,WEB,Tunis,True,anomaly_missing_checkout
1000,Salma Belhaj,2026-02-10,,,,ABSENT,False,,,False,normal_absent
1030,Salma Belhaj,2026-02-16,2026-02-16T07:23:00,2026-02-16T16:15:04.928901,31924.0,WORKING,False,WEB,Tunis,False,early_bird
1037,Imene Sassi,2026-01-24,2026-01-24T08:21:00,2026-01-24T16:40:44.967327,29984.0,WORKING,False,WEB,Tunis,False,normal_office
1037,Imene Sassi,2026-04-21,2026-04-21T08:12:00,2026-04-21T16:09:42.841910,28662.0,WORKING,False,WEB,Tunis,False,normal_office
1046,Ines Mejri,2026-03-18,2026-03-18T08:11:00,2026-03-18T16:08:20.791009,28640.0,REMOTE,False,MOBILE,Remote,False,normal_office
1015,Nour Saidi,2026-04-16,2026-04-16T08:10:00,,,WORKING,True,WEB,Tunis,True,anomaly_missing_checkout
1022,Aymen Bouazizi,2026-02-23,2026-02-23T10:08:00,2026-02-23T18:57:52.814708,31792.0,WORKING,True,WEB,Tunis,False,late_worker
1031,Amira Bouazizi,2026-04-21,2026-04-21T07:29:00,2026-04-21T15:53:04.868823,30244.0,WORKING,False,WEB,Tunis,False,early_bird
1022,Aymen Bouazizi,2026-05-11,2026-05-11T09:11:00,2026-05-11T18:39:01.290529,34081.0,WORKING,True,WEB,Tunis,False,late_worker
1020,Ines Bouazizi,2026-03-11,2026-03-11T09:28:00,,,WORKING,True,WEB,Tunis,True,anomaly_missing_checkout
1007,Rania Gharbi,2026-03-16,2026-03-16T08:29:00,2026-03-16T16:10:08.411225,27668.0,WORKING,False,WEB,Tunis,False,normal_office
1048,Donia Trabelsi,2026-03-11,,,,ABSENT,False,,,False,normal_absent
1031,Amira Bouazizi,2026-04-29,2026-04-29T07:11:00,2026-04-29T16:13:57.448282,32577.0,WORKING,False,WEB,Tunis,False,early_bird
1044,Hamza Chebbi,2026-03-10,2026-03-10T08:22:00,2026-03-10T16:32:40.176108,29440.0,WORKING,False,WEB,Tunis,False,normal_office
1005,Ines Saidi,2026-02-11,2026-02-11T09:08:00,2026-02-11T17:12:43.335776,29083.0,WORKING,False,WEB,Tunis,False,normal_office
1010,Walid Mejri,2026-03-23,2026-03-23T10:21:00,2026-03-23T19:49:53.552565,34133.0,WORKING,True,WEB,Tunis,False,late_worker
1043,Salma Belhaj,2026-05-11,,,,ABSENT,False,,,False,normal_absent
1018,Salma Belhaj,2026-01-29,2026-01-29T06:59:00,2026-01-30T00:47:28.193857,64108.0,WORKING,True,WEB,Tunis,True,anomaly_extreme_duration
1034,Mehdi Belhaj,2026-03-27,2026-03-27T09:14:00,2026-03-27T17:02:35.063505,28115.0,WORKING,True,WEB,Tunis,False,normal_office
1029,Karim Trabelsi,2026-04-03,2026-04-03T08:12:00,2026-04-03T15:49:41.233846,27461.0,WORKING,False,WEB,Tunis,False,normal_office
1044,Hamza Chebbi,2026-01-30,2026-01-30T08:42:00,2026-01-30T23:47:58.521022,54358.0,WORKING,True,WEB,Tunis,True,anomaly_extreme_duration
1037,Imene Sassi,2026-03-20,2026-03-20T07:56:00,2026-03-20T15:03:58.105628,25678.0,WORKING,False,WEB,Tunis,False,normal_office
1009,Sarra Karoui,2026-02-04,2026-02-04T09:21:00,2026-02-04T18:47:20.505442,33980.0,WORKING,True,WEB,Tunis,False,late_worker
1014,Walid Ferjani,2026-05-12,,,,ABSENT,False,,,False,normal_absent
1005,Ines Saidi,2026-02-19,2026-02-19T08:17:00,2026-02-19T16:02:51.925821,27951.0,WORKING,False,WEB,Tunis,False,normal_office
1007,Rania Gharbi,2026-01-29,2026-01-29T08:47:00,2026-01-29T17:10:53.657023,30233.0,WORKING,False,WEB,Tunis,False,normal_office
1044,Hamza Chebbi,2026-02-11,2026-02-11T08:32:00,2026-02-11T15:45:52.232487,26032.0,WORKING,False,WEB,Tunis,False,normal_office
1039,Hatem Bouazizi,2026-04-13,2026-04-13T06:47:00,2026-04-13T15:11:41.425224,30281.0,REMOTE,False,MOBILE,Remote,False,early_bird
1008,Imene Ben Ali,2026-02-02,2026-02-02T06:29:00,2026-02-02T15:10:00.492368,31260.0,WORKING,False,WEB,Tunis,False,early_bird
1020,Ines Bouazizi,2026-04-06,2026-04-06T08:53:00,2026-04-06T17:03:36.555332,29436.0,WORKING,False,WEB,Tunis,False,normal_office
1023,Imene Sassi,2026-05-05,2026-05-05T09:50:00,2026-05-05T18:03:53.992408,29633.0,WORKING,True,WEB,Tunis,False,normal_office
1001,Amira Ferjani,2026-02-24,2026-02-24T08:15:00,2026-02-24T16:02:33.474107,28053.0,REMOTE,False,MOBILE,Remote,False,remote_worker
1020,Ines Bouazizi,2026-01-29,2026-01-29T07:29:00,2026-01-29T15:42:12.191686,29592.0,WORKING,False,WEB,Tunis,False,normal_office
1001,Amira Ferjani,2026-05-08,2026-05-08T09:48:00,2026-05-08T17:33:55.283421,27955.0,REMOTE,True,MOBILE,Remote,False,remote_worker
1016,Hamza Mejri,2026-04-29,2026-04-29T08:06:00,2026-04-29T16:38:56.429541,30776.0,WORKING,False,WEB,Tunis,False,normal_office
1025,Bilel Ben Ali,2026-02-04,2026-02-04T08:35:00,2026-02-04T16:40:50.905503,29150.0,WORKING,False,WEB,Tunis,False,normal_office
1000,Salma Belhaj,2026-03-20,2026-03-20T10:24:00,2026-03-20T19:31:29.535898,32849.0,REMOTE,True,MOBILE,Remote,False,late_worker
1026,Mariem Karoui,2026-02-19,2026-02-19T11:25:00,2026-02-19T20:13:19.988242,31699.0,WORKING,True,WEB,Tunis,False,late_worker
1049,Mehdi Saidi,2026-03-03,2026-03-03T08:03:00,2026-03-03T16:04:19.934421,28879.0,WORKING,False,WEB,Tunis,False,normal_office
1027,Sarra Bouazizi,2026-03-05,2026-03-05T09:33:00,2026-03-05T18:56:30.767581,33810.0,REMOTE,True,MOBILE,Remote,False,late_worker
1045,Rania Ferjani,2026-03-30,2026-03-30T08:05:00,2026-03-30T16:07:01.808265,28921.0,WORKING,False,WEB,Tunis,False,normal_office
1010,Walid Mejri,2026-02-16,2026-02-16T07:58:00,2026-02-16T16:33:37.214066,30937.0,REMOTE,False,MOBILE,Remote,False,late_worker
1031,Amira Bouazizi,2026-03-06,2026-03-06T07:08:00,2026-03-06T15:44:55.621097,31015.0,WORKING,False,WEB,Tunis,False,early_bird
1037,Imene Sassi,2026-01-30,2026-01-30T08:52:00,2026-01-30T17:05:08.682494,29588.0,WORKING,False,WEB,Tunis,False,normal_office
1006,Aymen Bouazizi,2026-02-13,2026-02-13T06:45:00,2026-02-13T14:56:11.865281,29471.0,WORKING,False,WEB,Tunis,False,early_bird
1014,Walid Ferjani,2026-05-07,2026-05-07T09:09:00,2026-05-07T17:14:35.869460,29135.0,WORKING,False,WEB,Tunis,False,normal_office
1003,Walid Bouazizi,2026-05-13,2026-05-13T08:44:00,2026-05-13T18:07:07.257808,33787.0,WORKING,False,WEB,Tunis,False,late_worker
1016,Hamza Mejri,2026-02-27,,,,ABSENT,False,,,False,normal_absent
1014,Walid Ferjani,2026-03-04,2026-03-04T08:29:00,2026-03-04T16:29:37.252772,28837.0,WORKING,False,WEB,Tunis,False,normal_office
1005,Ines Saidi,2026-04-20,,,,ABSENT,False,,,False,normal_absent
1034,Mehdi Belhaj,2026-02-27,,,,ABSENT,False,,,False,normal_absent
1042,Yassine Trabelsi,2026-04-30,2026-04-30T08:37:00,2026-04-30T16:22:21.404204,27921.0,WORKING,False,WEB,Tunis,False,normal_office
1015,Nour Saidi,2026-02-11,,,,ABSENT,False,,,False,normal_absent
1018,Salma Belhaj,2026-03-04,2026-03-04T08:29:00,2026-03-04T16:21:43.480944,28363.0,WORKING,False,WEB,Tunis,False,normal_office
1017,Mariem Gharbi,2026-04-20,2026-04-20T09:01:00,2026-04-20T17:03:24.911409,28944.0,WORKING,False,WEB,Tunis,False,normal_office
1018,Salma Belhaj,2026-02-09,2026-02-09T09:03:00,2026-02-10T01:23:25.116649,58825.0,WORKING,True,WEB,Tunis,True,anomaly_extreme_duration
1020,Ines Bouazizi,2026-01-21,2026-01-21T08:19:00,2026-01-21T17:16:56.679935,32276.0,WORKING,False,WEB,Tunis,False,normal_office
1015,Nour Saidi,2026-02-03,2026-02-03T11:04:00,2026-02-03T20:23:26.149471,33566.0,WORKING,True,WEB,Tunis,False,late_worker
1036,Sami Gharbi,2026-05-19,2026-05-19T09:00:00,2026-05-19T15:33:26.500126,23606.0,REMOTE,False,MOBILE,Remote,False,remote_worker
1031,Amira Bouazizi,2026-03-17,2026-03-17T06:52:00,2026-03-17T15:24:32.758465,30752.0,WORKING,False,WEB,Tunis,False,early_bird
1017,Mariem Gharbi,2026-02-21,2026-02-21T09:11:00,2026-02-22T02:47:05.722350,63365.0,WORKING,True,WEB,Tunis,True,anomaly_extreme_duration
1015,Nour Saidi,2026-02-18,2026-02-18T09:54:00,2026-02-18T18:41:37.025541,31657.0,WORKING,True,WEB,Tunis,False,late_worker
1038,Aymen Karoui,2026-03-05,2026-03-05T08:22:00,2026-03-05T16:10:59.493424,28139.0,WORKING,False,WEB,Tunis,False,normal_office
1018,Salma Belhaj,2026-03-10,2026-03-10T08:12:00,2026-03-10T15:50:33.454049,27513.0,WORKING,False,WEB,Tunis,False,normal_office
1007,Rania Gharbi,2026-03-17,2026-03-17T08:17:00,2026-03-17T16:12:18.190376,28518.0,WORKING,False,WEB,Tunis,False,normal_office
1012,Mariem Gharbi,2026-02-27,2026-02-27T10:33:00,2026-02-27T19:38:30.296984,32730.0,REMOTE,True,MOBILE,Remote,False,late_worker
1010,Walid Mejri,2026-05-20,2026-05-20T10:50:00,2026-05-20T20:02:13.196635,33133.0,WORKING,True,WEB,Tunis,False,late_worker
1024,Omar Trabelsi,2026-04-28,2026-04-28T06:50:00,2026-04-28T14:46:22.198669,28582.0,WORKING,False,WEB,Tunis,False,early_bird
1011,Aymen Hammami,2026-05-11,2026-05-11T08:46:00,2026-05-11T15:06:27.228864,22827.0,REMOTE,False,MOBILE,Remote,False,remote_worker
1009,Sarra Karoui,2026-03-15,2026-03-15T10:34:00,2026-03-15T18:56:52.093545,30172.0,WORKING,True,WEB,Tunis,False,late_worker
1012,Mariem Gharbi,2026-05-14,,,,ABSENT,False,,,False,normal_absent
1027,Sarra Bouazizi,2026-04-03,2026-04-03T07:18:00,2026-04-04T00:45:42.921982,62862.0,WORKING,True,WEB,Tunis,True,anomaly_extreme_duration
1031,Amira Bouazizi,2026-02-12,2026-02-12T06:58:00,2026-02-12T15:25:51.089655,30471.0,WORKING,False,WEB,Tunis,False,early_bird
1048,Donia Trabelsi,2026-05-05,,,,ABSENT,False,,,False,normal_absent
1011,Aymen Hammami,2026-03-19,2026-03-19T11:22:00,2026-03-19T18:31:49.455928,25789.0,REMOTE,True,MOBILE,Remote,False,remote_worker
1026,Mariem Karoui,2026-05-05,2026-05-05T10:56:00,2026-05-05T20:29:23.774581,34403.0,WORKING,True,WEB,Tunis,False,late_worker
1030,Salma Belhaj,2026-05-12,2026-05-12T07:13:00,2026-05-12T16:15:04.491876,32524.0,WORKING,False,WEB,Tunis,False,early_bird
1029,Karim Trabelsi,2026-05-01,2026-05-01T08:22:00,2026-05-01T16:07:19.393195,27919.0,WORKING,False,WEB,Tunis,False,normal_office
1028,Hatem Chebbi,2026-05-13,2026-05-13T09:03:00,2026-05-13T16:55:38.890828,28358.0,WORKING,False,WEB,Tunis,False,normal_office
1006,Aymen Bouazizi,2026-01-23,2026-01-23T06:42:00,2026-01-23T15:19:45.789673,31065.0,WORKING,False,WEB,Tunis,False,early_bird
1028,Hatem Chebbi,2026-04-30,2026-04-30T08:33:00,2026-04-30T16:00:43.780862,26863.0,WORKING,False,WEB,Tunis,False,normal_office
1001,Amira Ferjani,2026-04-14,2026-04-14T09:31:00,2026-04-14T16:49:53.411680,26333.0,WORKING,True,WEB,Tunis,False,remote_worker
1029,Karim Trabelsi,2026-03-06,2026-03-06T08:46:00,2026-03-06T15:41:26.388628,24926.0,WORKING,False,WEB,Tunis,False,normal_office
1043,Salma Belhaj,2026-02-04,2026-02-04T10:53:00,2026-02-04T20:29:35.468718,34595.0,WORKING,True,WEB,Tunis,False,late_worker
1049,Mehdi Saidi,2026-02-26,2026-02-26T08:12:00,2026-02-26T16:05:03.447145,28383.0,WORKING,False,WEB,Tunis,False,normal_office
